Date,AAPL
2017-05-01,35.328548431396484
2017-06-01,33.44473648071289
2017-07-01,34.538509368896484
2017-08-01,38.08456039428711
2017-09-01,35.93074035644531
2017-10-01,39.40910720825195
2017-11-01,40.064212799072266
2017-12-01,39.59524154663086
2018-01-01,39.174072265625
2018-02-01,41.67524719238281
2018-03-01,39.41603088378906
2018-04-01,38.82402038574219
2018-05-01,43.90079116821289
2018-06-01,43.65501403808594
2018-07-01,44.87662124633789
2018-08-01,53.6826171875
2018-09-01,53.42360305786133
2018-10-01,51.795372009277344
2018-11-01,42.26272201538086
2018-12-01,37.460975646972656
2019-01-01,39.52710723876953
2019-02-01,41.120628356933594
2019-03-01,45.30385208129883
2019-04-01,47.86062240600586
2019-05-01,41.75491714477539
2019-06-01,47.38652038574219
2019-07-01,51.006587982177734
2019-08-01,49.97706985473633
2019-09-01,53.827213287353516
2019-10-01,59.78504943847656
2019-11-01,64.22881317138672
2019-12-01,70.78546142578125
2020-01-01,74.60857391357422
2020-02-01,65.89446258544922
2020-03-01,61.44304656982422
2020-04-01,70.98969268798828
2020-05-01,76.82256317138672
2020-06-01,88.38372802734375
2020-07-01,102.97869873046875
2020-08-01,125.05521392822266
2020-09-01,112.43614959716797
2020-10-01,105.68861389160156
2020-11-01,115.58175659179688
2020-12-01,129.046630859375
2021-01-01,128.33668518066406
2021-02-01,117.93048095703125
2021-03-01,118.97354888916016
2021-04-01,128.04147338867188
2021-05-01,121.36959075927734
2021-06-01,133.62501525878906
2021-07-01,142.3083038330078
2021-08-01,148.13294982910156
2021-09-01,138.26133728027344
2021-10-01,146.371337890625
2021-11-01,161.5165557861328
2021-12-01,173.7589874267578
2022-01-01,171.0288543701172
2022-02-01,161.5761260986328
2022-03-01,171.08016967773438
2022-04-01,154.46304321289062
2022-05-01,145.8311309814453
2022-06-01,134.15296936035156
2022-07-01,159.45872497558594
2022-08-01,154.2680206298828
2022-09-01,135.7935028076172
2022-10-01,150.66989135742188
2022-11-01,145.45236206054688
2022-12-01,127.87931060791016
2023-01-01,142.0126495361328
2023-02-01,145.08343505859375
2023-03-01,162.54518127441406
2023-04-01,167.2569122314453
2023-05-01,174.71884155273438
2023-06-01,191.4645233154297
2023-07-01,193.91249084472656
2023-08-01,185.44332885742188
2023-09-01,169.22671508789062
2023-10-01,168.79183959960938
2023-11-01,187.7496337890625
2023-12-01,190.5504608154297
2024-01-01,182.50404357910156
2024-02-01,178.89161682128906
2024-03-01,169.93345642089844
2024-04-01,168.79383850097656
2024-05-01,190.51612854003906
2024-06-01,209.00357055664062
2024-07-01,220.37562561035156
2024-08-01,227.2425079345703
2024-09-01,231.47943115234375
2024-10-01,224.43568420410156
2024-11-01,235.7811737060547
2024-12-01,249.05946350097656
2025-01-01,234.71780395507812
2025-02-01,240.52606201171875
2025-03-01,221.1660614013672
2025-04-01,211.57786560058594
2025-05-01,199.97842407226562
2025-06-01,204.5475311279297
2025-07-01,206.94027709960938
2025-08-01,231.43572998046875
2025-09-01,254.14559936523438
2025-10-01,269.85565185546875
2025-11-01,278.31951904296875
2025-12-01,271.6058349609375
2026-01-01,259.2374267578125
2026-02-01,263.9330139160156
2026-03-01,253.7899932861328
2026-04-01,255.9199981689453
